Region,School LEA number,School Name,Type,Type (Welsh),School Number,Phone Number,Address,Students,Wikipedia URL,Estyn (Schools Inspectorate) URL,School Website
Neath Port Talbot,671,Ysgol Maes Y Coed,Special (with post-16 provision),Not applicable,6717006,01639 643648,Heol Hendre+Bryncoch+Neath++SA10 7TY,117.0,TODO,TODO,TODO
Neath Port Talbot,671,Ysgol Hendrefelin,Special (without post-16 provision),Not applicable,6717008,01639 642786,Heol Hendre+Bryncoch+Neath++SA10 7TY,154.0,TODO,TODO,TODO
Bridgend,672,Abercerdin Primary School,"Nursery, Infants & Juniors",English medium,6722046,01656 815535,Kenry Street+Evanstown+Gilfach Goch+Bridgend+CF39 8RS,183.0,TODO,TODO,TODO
Bridgend,672,Betws Primary School,"Nursery, Infants & Juniors",English medium,6722051,01656 815650,Heol Bradford+Bettws+Bridgend++CF32 8TB,183.0,TODO,TODO,TODO
Bridgend,672,Blaengarw Primary,"Nursery, Infants & Juniors",English medium,6722055,01656 815550,Station Street+Blaengarw+Pontycymer+Bridgend+CF32 8BA,166.0,TODO,TODO,TODO
Bridgend,672,Brynmenyn Primary,"Nursery, Infants & Juniors",English medium,6722086,01656 815850,Heol Yr Ysgol+Tondu+Bridgend++CF32 9LA,412.0,TODO,TODO,TODO
Bridgend,672,Bryntirion Infants,Nursery & Infants,English medium,6722090,01656 815860,Bryngolau+Bryntirion+Bridgend++CF31 4DD,140.0,TODO,TODO,TODO
Bridgend,672,Cefn Cribwr Primary School,"Nursery, Infants & Juniors",English medium,6722103,01656 740293,Cefn Road+Cefn Cribbwr+Bridgend++CF32 0AW,177.0,TODO,TODO,TODO
Bridgend,672,Coety Primary School,"Nursery, Infants & Juniors",English medium,6722109,01656 754990,Heol-yr-Ysgol+Coity+Bridgend++CF35 6DH,485.0,TODO,TODO,TODO
Bridgend,672,Cwmfelin Primary School,"Nursery, Infants & Juniors",English medium,6722117,01656 815525,Maesteg Road+Cwmfelin+Maesteg+Bridgend+CF34 9LD,222.0,TODO,TODO,TODO
Bridgend,672,Ffaldau,"Nursery, Infants & Juniors",English medium,6722122,01656 815870,Albany Road+Pontycymmer+Bridgend++CF32 8HW,136.0,TODO,TODO,TODO
Bridgend,672,Garth Primary School,"Nursery, Infants & Juniors",English medium,6722129,01656 815590,Mission Road+Garth+Maesteg+Bridgend+CF34 0ND,203.0,TODO,TODO,TODO
Bridgend,672,Coychurch Llangrallo Primary,"Nursery, Infants & Juniors",English medium,6722146,01656 815880,Main Road+Coychurch+Bridgend++CF35 5HN,151.0,TODO,TODO,TODO
Bridgend,672,Llangynwyd Primary School,"Nursery, Infants & Juniors",English medium,6722149,01656 733166,Heol Cadrawd+Llangynwyd+Maesteg+Bridgend+CF34 9TE,100.0,TODO,TODO,TODO
Bridgend,672,Nantyffyllon Primary School,"Nursery, Infants & Juniors",English medium,6722172,01656 815740,Garnwen Terrace+Nantyffyllon+Maesteg+Bridgend+CF34 0ET,230.0,TODO,TODO,TODO
Bridgend,672,Nantymoel Primary School,"Nursery, Infants & Juniors",English medium,6722178,01656 815670,Gwendoline Street+Nantymoel+Bridgend++CF32 7PL,206.0,TODO,TODO,TODO
Bridgend,672,Newton Primary,"Nursery, Infants & Juniors",English medium,6722185,01656 815780,New Road+Porthcawl+Bridgend++CF36 5BL,199.0,TODO,TODO,TODO
Bridgend,672,Nottage County Primary,"Nursery, Infants & Juniors",English medium,6722194,01656 815540,Suffolk Place+Porthcawl+Bridgend++CF36 3ED,362.0,TODO,TODO,TODO
Bridgend,672,Pen-Y-Bont Primary,"Nursery, Infants & Juniors",English medium,6722220,01656 754860,Minerva Street+Bridgend+++CF31 1TD,348.0,TODO,TODO,TODO
Bridgend,672,Pil Primary,"Nursery, Infants & Juniors",English medium,6722227,01656 815630,Pyle Inn Way+Pyle+Bridgend++CF33 6AB,211.0,TODO,TODO,TODO
Bridgend,672,Plasnewydd Primary School,"Nursery, Infants & Juniors",English medium,6722232,01656 815770,Castle Street+Maesteg+Bridgend++CF34 9UN,191.0,TODO,TODO,TODO
Bridgend,672,Trelales Primary School,"Nursery, Infants & Juniors",English medium,6722256,01656 815610,Well Street+Laleston+Bridgend++CF32 0LF,194.0,TODO,TODO,TODO
Bridgend,672,Ygg Cynwyd Sant,"Nursery, Infants & Juniors",Welsh medium,6722259,01656 734235,Pen-Yr-Ysgol+Maesteg+Bridgend++CF34 9LN,279.0,TODO,TODO,TODO
Bridgend,672,Tynyrheol Primary School,"Nursery, Infants & Juniors",English medium,6722275,01656 815820,TYNYRHEOL PRIMARY SCHOO+HEOL LLANGEINOR+LLANGEINOR++CF32 8PN,55.0,TODO,TODO,TODO
Bridgend,672,Croesty Primary School,"Nursery, Infants & Juniors",English medium,6722279,01656 815890,Coychurch Road+Pencoed+Bridgend++CF35 5LY,213.0,TODO,TODO,TODO
Bridgend,672,Corneli Primary,"Nursery, Infants & Juniors",English medium,6722288,01656 754870,Greenfield Terrace+North Cornelly+Bridgend++CF33 4LW,251.0,TODO,TODO,TODO
Bridgend,672,Llangewydd Junior School,Juniors,English medium,6722292,01656 815530,Llangewydd Road+Cefn Glas+Bridgend++CF31 4JT,349.0,TODO,TODO,TODO
Bridgend,672,Porthcawl Primary School,"Nursery, Infants & Juniors",English medium,6722296,01656 815660,Meadow Lane+Porthcawl+++CF36 5EY,178.0,TODO,TODO,TODO
Bridgend,672,Ysgol Gymraeg Bro Ogwr,"Nursery, Infants & Juniors",Welsh medium,6722298,01656 815580,Princess Way+Brackla+Bridgend++CF31 2LN,385.0,TODO,TODO,TODO
Bridgend,672,Cefn Glas Infants,Nursery & Infants,English medium,6722300,01656 815690,St Winifred's Road+Cefn Glas+Bridgend++CF31 4PL,224.0,TODO,TODO,TODO
Bridgend,672,West Park Primary,"Nursery, Infants & Juniors",English medium,6722301,01656 815510,West Road+Nottage+Porthcawl++CF36 3SN,415.0,TODO,TODO,TODO
Bridgend,672,Afon Y Felin Primary School,"Nursery, Infants & Juniors",English medium,6722304,01656 815750,Heol y Parc+North Cornelly+Bridgend++CF33 4PA,139.0,TODO,TODO,TODO
Bridgend,672,Tondu Primary School,"Nursery, Infants & Juniors",English medium,6722342,01656 815720,Meadow Street+Aberkenfig+Bridgend++CF32 9BE,199.0,TODO,TODO,TODO
Bridgend,672,Ysgol Y Ferch O'r Sger,"Nursery, Infants & Juniors",Welsh medium,6722358,01656 754865,Greenfield Terrace+North Cornelly+Bridgend++CF33 4LW,141.0,TODO,TODO,TODO
Bridgend,672,Ysgol Gynradd Gymraeg Calon Y Cymoedd,"Nursery, Infants & Juniors",Welsh medium,6722363,01656 815810,YSGOL GYNRADD GYMRAEG CWM GARW+HILL VIEW+PONTYCYMER++CF32 8LU,208.0,TODO,TODO,TODO
Bridgend,672,Maes Yr Haul Broadlands,"Nursery, Infants & Juniors",English medium,6722367,01656 815600,Broadlands+Ffordd Tirion+Bridgend++CF31 5EG,489.0,TODO,TODO,TODO
Bridgend,672,Bryncethin Primary,Infants & Juniors,English medium,6722368,01656 815840,Heol Canola+Bryncethin+Bridgend++CF32 9TH,263.0,TODO,TODO,TODO
Bridgend,672,Ogmore Vale Primary School,"Nursery, Infants & Juniors",English medium,6722369,01656 815640,Aber Road+Ogmore Vale+Bridgend++CF32 7AJ,328.0,TODO,TODO,TODO
Bridgend,672,Pencoed Primary School,"Nursery, Infants & Juniors",English medium,6722370,01656 815730,PENCOED PRIMARY SCHOOL+PENPRYSG ROAD+PENCOED++CF35 6RH,595.0,TODO,TODO,TODO
Bridgend,672,Oldcastle Primary School,"Nursery, Infants & Juniors",English medium,6722371,01656 815790,South Street+Bridgend+++CF31 3ED,440.0,TODO,TODO,TODO
Bridgend,672,Brackla Primary School,"Nursery, Infants & Juniors",English medium,6722372,01656 815570,Brackla way+Brackla+Bridgend++CF31 2EZ,336.0,TODO,TODO,TODO
Bridgend,672,Caerau Primary School,"Nursery, Infants & Juniors",English medium,6722373,01656 815830,Library Road+Caerau+Maesteg++CF34 0PA,431.0,TODO,TODO,TODO
Bridgend,672,Litchard Primary,"Nursery, Infants & Juniors",English medium,6722374,01656 815685,Garfield Avenue+Litchard+Bridgend++CF31 1QB,487.0,TODO,TODO,TODO
Bridgend,672,Tremains Primary School,"Nursery, Infants & Juniors",English medium,6722375,01656 815900,Channel View+Brackla+Bridgend++CF31 2NL,467.0,TODO,TODO,TODO
Bridgend,672,Mynydd Cynffig Primary School,"Nursery, Infants & Juniors",English medium,6722376,01656 815760,Pwll-Y-Gath Street+Kenfig Hill+Bridgend++CF33 6ET,432.0,TODO,TODO,TODO
Bridgend,672,Penyfai Church In Wales,Infants & Juniors,English medium,6723013,01656 815930,Heol Eglwys+Penyfai+Bridgend++CF31 4LX,242.0,TODO,TODO,TODO
Bridgend,672,St. Mary`s & St. Patrick`s,"Nursery, Infants & Juniors",English medium,6723311,01656 815585,Monica Street+Maesteg+Bridgend++CF34 9AY,205.0,TODO,TODO,TODO
Bridgend,672,St. Robert's Rc Primary,Infants & Juniors,English medium,6723315,01656 815515,Danylan+Aberkenfig+Bridgend++CF32 9AB,187.0,TODO,TODO,TODO
Bridgend,672,St Mary's R C Primary School,"Nursery, Infants & Juniors",English medium,6723322,01656 815560,Llangewydd Road+Bridgend+++CF31 4JW,263.0,TODO,TODO,TODO
Bridgend,672,Archdeacon John Lewis C In W,"Nursery, Infants & Juniors",English medium,6723323,01656 815520,C.I.W. Primary School+Brackla Way+Brackla++CF31 2JS,166.0,TODO,TODO,TODO
Bridgend,672,Cynffig Comprehensive,Secondary (ages 11-19),English medium,6724059,01656 740294,East Avenue+Kenfig Hill+Bridgend++CF33 6NP,778.0,TODO,TODO,TODO
Bridgend,672,Bryntirion Comprehensive.,Secondary (ages 11-19),English medium,6724068,01656 641100,Merlin Crescent+Cefn Glas+Bridgend++CF31 4QR,1241.0,TODO,TODO,TODO
Bridgend,672,Maesteg Comprehensive School,Secondary (ages 11-19),English medium,6724071,01656 815950,Ffordd Dysgu+Maesteg+Bridgend++CF34 0LQ,1071.0,TODO,TODO,TODO
Bridgend,672,Pencoed Comprehensive,Secondary (ages 11-19),English medium,6724076,01656 867100,Coychurch Road+Pencoed+Bridgend++CF35 5LZ,929.0,TODO,TODO,TODO
Bridgend,672,Brynteg School,Secondary (ages 11-19),English medium,6724078,01656 815559,Ewenny Road+Bridgend+++CF31 3ER,1626.0,TODO,TODO,TODO
Bridgend,672,Porthcawl Comprehensive School,Secondary (ages 11-19),English medium,6724080,01656 774100,52 Park Avenue+Porthcawl+Bridgend++CF36 3ES,1235.0,TODO,TODO,TODO
Bridgend,672,Ysgol Gyfun Gymraeg Llangynwyd,Secondary (ages 11-19),Welsh medium,6724085,01656 815700,Llangynwyd+Maesteg+Bridgend++CF34 9RW,712.0,TODO,TODO,TODO
Bridgend,672,Coleg Cymunedol Y Dderwen,Secondary (ages 11-19),English medium,6724086,01656 815920,Heol Yr Ysgol+Tondu+Bridgend++CF32 9EL,1316.0,TODO,TODO,TODO
Bridgend,672,Archbishop McGrath Catholic High School,Secondary (ages 11-19),English medium,6724601,01656 815500,Oak Tree Way+Brackla+Bridgend++CF31 2DN,830.0,TODO,TODO,TODO
Bridgend,672,Heronsbridge Special School,Special (with post-16 provision),Not applicable,6727003,01656 815725,Ewenny Road+Bridgend+++CF31 3HT,252.0,TODO,TODO,TODO
Bridgend,672,Ysgol Bryn Castell,Special (with post-16 provision),Not applicable,6727012,01656 815595,Llangewydd Road+Cefn Glas+Bridgend++CF32 9NZ,176.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Albert Primary School,"Nursery, Infants & Juniors",English medium,6732109,02920 707682,Albert Road+Penarth+++CF64 1BX,441.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Barry Island Primary School,"Nursery, Infants & Juniors",English medium,6732111,01446 733807,Clive Road+Barry Island+Barry+Vale of Glamorgan+CF62 5UZ,246.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Cogan Primary School,Infants & Juniors,English medium,6732114,02920 708497,Pill Street+Cogan+Nr. Penarth+Vale of Glamorgan+CF64 2JS,249.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Colcot Primary School,"Nursery, Infants & Juniors",English medium,6732115,01446 735719,Florence Avenue+Barry+Vale of Glamorgan++CF62 9XH,325.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Fairfield Primary School,"Nursery, Infants & Juniors",English medium,6732117,02920 709035,Dryden Road+Penarth+++CF64 2RT,307.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Gladstone Primary School,"Nursery, Infants & Juniors",English medium,6732118,01446 735321,Gladstone Road+Barry+++CF62 8NA,424.0,TODO,TODO,TODO
The Vale of Glamorgan,673,High Street Primary School,"Nursery, Infants & Juniors",English medium,6732120,01446 734553,St  Paul's Avenue+Barry+Vale of Glamorgan++CF62 8HT,240.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Holton Primary School,"Nursery, Infants & Juniors",English medium,6732122,01446 734844,Holton Road+Barry+++CF63 4TF,412.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Jenner Park Primary School,"Nursery, Infants & Juniors",English medium,6732124,01446 735587,Hannah Street+Barry+Vale of Glamorgan++CF63 1DG,223.0,TODO,TODO,TODO
The Vale of Glamorgan,673,South Point Primary School,Infants & Juniors,English medium,6732126,01446 781375,South Point Primary School+Rhoose+Rhoose Way++CF62 3FD,97.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Llanfair Primary School,"Nursery, Infants & Juniors",English medium,6732127,01446 772245,The Herberts+St Mary Church+Nr. Cowbridge+Vale of Glamorgan+CF71 7LT,146.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Llangan Primary School,"Nursery, Infants & Juniors",English medium,6732128,01446 772403,Llangan+Nr. Bridgend+Vale of Glamorgan++CF35 5DR,121.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Palmerston Primary School,"Nursery, Infants & Juniors",English medium,6732131,01446 747393,Pen-y-Bryn+Cadoxton+Barry++CF63 2XL,240.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Rhws County Primary School,"Nursery, Infants & Juniors",English medium,6732133,01446 710258,Fontygary Road+Rhoose+Barry++CF62 3DS,398.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Sully Primary School,"Nursery, Infants & Juniors",English medium,6732136,02920 530377,Burnham Avenue+Sully+Penarth++CF64 5SU,403.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Victoria Primary School,"Nursery, Infants & Juniors",English medium,6732138,02920 709225,Cornerswell Road+Penarth+++CF64 2UZ,475.0,TODO,TODO,TODO
The Vale of Glamorgan,673,St Athan Primary School,"Nursery, Infants & Juniors",English medium,6732144,01446 751480,Rock Road+St Athan+Barry++CF62 4PG,213.0,TODO,TODO,TODO
The Vale of Glamorgan,673,St Illtyd Primary School,"Nursery, Infants & Juniors",English medium,6732146,01446 796335,Station Road+Llantwit Major+++CF61 1ST,351.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Evenlode Primary School,Infants & Juniors,English medium,6732148,02920 702168,Evenlode Avenue+Penarth+Vale of Glamorgan++CF64 3PD,496.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Llandough County Primary,"Nursery, Infants & Juniors",English medium,6732149,02920 702835,Dochdwy Road+Llandough+Penarth++CF64 2QD,232.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Y Bont Faen Primary School,"Nursery, Infants & Juniors",English medium,6732151,01446 772374,Borough Close+Cowbridge+Vale of Glamorgan++CF71 7BN,264.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Ysgol Pen-y-Garth,"Nursery, Infants & Juniors",Welsh medium,6732152,02920 700262,1 Heol Tircoch+Penarth+++CF64 2QN,329.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Ysgol Gymraeg Sant Baruc,"Nursery, Infants & Juniors",Welsh medium,6732156,01446 735595,Stryd Sant Baruc+Ffordd Y Mileniwm+Barry+The Vale of Glamorgan+CF62 5AT,257.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Oak Field Primary And Nursery School,"Nursery, Infants & Juniors",English medium,6732163,01446 744606,Amroth Court+Caldy Close+Gibbonsdown+Barry+CF62 9DU,203.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Ysgol Iolo Morganwg,"Nursery, Infants & Juniors",Welsh medium,6732165,01446 772358,Broadway+Y Bont-Faen+++CF71 7ER,204.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Ysgol Gymraeg Sant Curig,"Nursery, Infants & Juniors",Welsh medium,6732178,01446 744222,College Road+Barry+++CF62 8HQ,448.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Ysgol Gymraeg Gwaun Y Nant,"Nursery, Infants & Juniors",Welsh medium,6732179,01446 421723,Amroth Court+Caldy Close+Gibbonsdown+Barry+CF62 9DU,229.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Cadoxton Primary School,Infants & Juniors,English medium,6732181,01446 741518,Victoria Park Road+Barry+Vale of Glamorgan++CF63 2JS,473.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Romilly Primary School,"Nursery, Infants & Juniors",English medium,6732182,01446 736934,Romilly Road+Barry+++CF62 6LF,717.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Ysgol Gymraeg Dewi Sant ,"Nursery, Infants & Juniors",Welsh medium,6732184,01446 709595,Ham Lane East+Llantwit Major+++CF61 1TQ,231.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Dinas Powys Primary School,"Nursery, Infants & Juniors",English medium,6732185,02920 512151,Cardiff Road+Dinas Powys+++CF64 4JU,474.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Ysgol y Ddraig,"Nursery, Infants & Juniors",English medium,6732186,01446 792368,Ham Lane East+Llantwit Major+++CF61 1TQ,274.0,TODO,TODO,TODO
The Vale of Glamorgan,673,St Nicholas C/W Primary School,Infants & Juniors,English medium,6733037,01446 760239,St Nicholas+Cardiff+++CF5 6SG,117.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Peterston-Super-Ely Primary,"Nursery, Infants & Juniors",English medium,6733047,01446 760328,Heol Llanbedr+Peterston Super Ely+Cardiff++CF5 6LP,168.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Gwenfo C/W Primary School,"Nursery, Infants & Juniors",English medium,6733057,02920 593225,Old Port Road+Wenvoe+Cardiff++CF5 6AN,238.0,TODO,TODO,TODO
The Vale of Glamorgan,673,St Brides C W Primary School,"Nursery, Infants & Juniors",English medium,6733320,01656 880477,Heol yr Ysgol+St Brides Major+Bridgend+Vale of Glamorgan+CF32 0TB,241.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Wick And Marcross C/W Primary,"Nursery, Infants & Juniors",English medium,6733321,01656 890253,Church Street+Wick+Cowbridge++CF71 7QE,159.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Pendoylan C/W Primary School,"Nursery, Infants & Juniors",English medium,6733363,01446 760272,Pendoylan+Nr. Cowbridge+Vale of Glamorgan++CF71 7UJ,215.0,TODO,TODO,TODO
The Vale of Glamorgan,673,St Andrew's C/W Primary School,"Nursery, Infants & Juniors",English medium,6733364,02920 513089,St Andrew's Road+Dinas Powys+Vale of Glamorgan++CF64 4HB,236.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Llansannor C/W Primary School,"Nursery, Infants & Juniors",English medium,6733365,01443 223545,Llansannor+Ystradowen+Cowbridge++CF71 7SZ,241.0,TODO,TODO,TODO
The Vale of Glamorgan,673,St David's Church-In-Wales,"Nursery, Infants & Juniors",English medium,6733367,01656 656447,Colwinston+Vale of Glamorgan+++CF71 7NL,223.0,TODO,TODO,TODO
The Vale of Glamorgan,673,St. Joseph's Rc Primary School,"Nursery, Infants & Juniors",English medium,6733368,02920 702864,Sully Road+Penarth+++CF64 2TQ,223.0,TODO,TODO,TODO
The Vale of Glamorgan,673,All Saints Cw Primary School,"Nursery, Infants & Juniors",English medium,6733372,01446 745726,Plas Cleddau (Off Severn Road)+Cwm Talwg+Barry+Vale of Glamorgan+CF62 7FG,226.0,TODO,TODO,TODO
The Vale of Glamorgan,673,St Helen's Catholic Primary School,"Nursery, Infants & Juniors",English medium,6733373,01446 700034,Maes-Y-Cwm Street+++Barry+CF63 4EH,334.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Llantwit Major School,Secondary (ages 11-19),English medium,6734060,01446 793301,Ham Lane East+Llantwit Major+Vale of Glamorgan++CF61 1TQ,1027.0,TODO,TODO,TODO
The Vale of Glamorgan,673,St Cyres Comprehensive School,Secondary (ages 11-19),English medium,6734067,02920 708708,St Cyres Road+Penarth+The Vale of Glamorgan++CF64 2XP,1196.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Whitmore High School,Secondary (ages 11-19),English medium,6734068,01446 411411,Port Road West++Barry+Vale of Glamorgan+CF62 8ZJ,1075.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Pencoedtre High School,Secondary (ages 11-19),English medium,6734069,01446 403500,Merthyr Dyfan Road++Barry+Vale of Glamorgan+CF62 9YQ,1100.0,TODO,TODO,TODO
The Vale of Glamorgan,673,St Richard Gwyn Catholic High School,Secondary (ages 11-16),English medium,6734612,01446 729250,Argae Lane+Barry+Vale of Glamorgan++CF63 1BL,833.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Stanwell School,Secondary (ages 11-19),English medium,6735400,02920 707633,Archer Road+Penarth+The Vale of Glamorgan++CF64 2XL,1946.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Ysgol Gymraeg Bro Morgannwg,Middle (ages 3-19),Welsh medium,6735500,01446 450280,Heol Colcot+Barry+++CF62 8YU,1408.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Cowbridge School,Middle (ages 3-19),English medium,6735501,,Cowbridge Comprehensive School++Cowbridge Comprehensive School+Cowbridge+CF71 7EN,1488.0,TODO,TODO,TODO
The Vale of Glamorgan,673,Ysgol Y Deri,Special (with post-16 provision),Not applicable,6737024,02920 352280,Sully Road+Penarth+++CF64 2TP,452.0,TODO,TODO,TODO
Rhondda Cynon Taf,674,Penderyn Primary,"Nursery, Infants & Juniors",Welsh medium,6742044,01685 811259,Pontprenllwyd+Penderyn+Aberdare++CF44 9JW,166.0,TODO,TODO,TODO
Rhondda Cynon Taf,674,Oaklands Primary School,"Nursery, Infants & Juniors",English medium,6742045,01685 882577,Maes Y Deri+The Oaklands+Aberaman+Aberdare+CF44 6TF,209.0,TODO,TODO,TODO
Rhondda Cynon Taf,674,Alaw Primary School,"Nursery, Infants & Juniors",English medium,6742052,01443 432350,Egypt Street+Trealaw+Tonypandy+Rhondda Cynon Taf+CF40 2UU,190.0,TODO,TODO,TODO
Rhondda Cynon Taf,674,Abernant County Primary,"Nursery, Infants & Juniors",English medium,6742053,01685 871597,Richmond Terrace+Abernant+Aberdare++CF44 0SF,104.0,TODO,TODO,TODO
Rhondda Cynon Taf,674,Cilfynydd Primary,"Nursery, Infants & Juniors",English with significant Welsh,6742060,01443 486827,Ann Street+Cilfynydd+Pontypridd+Rhondda Cynon Taf+CF37 4EN,133.0,TODO,TODO,TODO
